name,screen_name,location,url,followers_count,friends_count,statuses_count,created_at,bySheet,keywords,display_url,listed_count,favourites_count,expanded_url,location,description
John Carter WBTV,JohnCarterWBTV,"Charlotte, NC",https://t.co/hadpaF9Qgp,7851,1859,22997,Wed Mar 24 12:50:14 +0000 2010,House of Representatives,"Carter, John",,128,137,,"Charlotte, NC","I co-anchor WBTV News weekdays 4:30 to 7:00 AM...the noon show Tuesdays/Thursdays. Also a reader, runner, golfer, skier, and love the mountains and APP STATE!"
John Carter,JohnACarter14,"Dubai, United Arab Emirates",https://t.co/R2YHot7I09,21791,396,21152,Tue Mar 31 21:49:06 +0000 2009,House of Representatives,"Carter, John",,166,20,,"Dubai, United Arab Emirates","Fitness Enthusiast & Hotelier. Founder/CEO: https://t.co/hSw2DSAKJx. Travel Insider specializing in Marketing & Advertising (Hospitality, Tourism, Aviation)."
John C. Carter,JohnCCarter,Thorofare New Jersey USA,https://t.co/OlvEnrFoZS,451,484,933,Mon Mar 30 16:51:38 +0000 2009,House of Representatives,"Carter, John",,16,466,,Thorofare New Jersey USA,"John C. Carter, COO of @WyanokeGroup, is all about @GoHealo, SLACK Inc., AMS and @RRCWoodbury. Views are my own."
Carter,Dcarter_1,"Los Angeles, CA",https://t.co/PFkYwNEqN3,317,316,574,Sat Apr 05 20:53:17 +0000 2014,House of Representatives,"Carter, John",,0,923,,"Los Angeles, CA",Ig: Deandrey_Carter |St. John's University '20
Zachary L Carter,_ZachAttacks,"Tampa, FL",,7541,1111,17700,Tue Nov 13 02:23:28 +0000 2012,House of Representatives,"Carter, John",,120,14067,,"Tampa, FL",|John 3:16| University of Florida DE #CarterEra
Aaron Carter,CoachCarter44,,,1242,1102,25137,Wed Jun 08 23:39:40 +0000 2011,House of Representatives,"Carter, John",,3,12042,,,Christian. Husband. Father. Physical Education Teacher. Head Boys Basketball Coach at Carter High. John 16:33 #FightFor5
John Carter McKnight,john_carter,"Harrisburg, PA",,1122,533,12485,Thu Jan 31 02:05:27 +0000 2008,House of Representatives,"Carter, John",,61,6876,,"Harrisburg, PA","PhD/JD. Ass't Prof., Sociology of Emerging Technologies, Harrisburg University of Science & Technology. Big ol' geek."
John-Webb Carter,johnwebbcarter,"High Wycombe, England",,1004,1153,16135,Mon May 04 23:21:23 +0000 2009,House of Representatives,"Carter, John",,25,396,,"High Wycombe, England","Lover of theatre, food and photography. Sometimes Freelance for Aria Ents and Marketing at Wycombe Swan"
John F. Carter,johncarter64,Global,,70,62,212,Mon Aug 29 16:52:14 +0000 2011,House of Representatives,"Carter, John",,2,5,,Global,"Businessman, Author, Public Speaker : Carter Brothers Companies. #GFB"
JohnCarterFansUnite,JohnCarter2Fans,Worldwide,https://t.co/XQpBqatKOH,1235,1660,5662,Sun Apr 15 19:42:59 +0000 2012,House of Representatives,"Carter, John",,16,7057,,Worldwide,"John Carter Barsoomians United!  Formerly The Sequel Campaign! 
Join us on Facebook..."
John Carter,JCarterBoston,"Boston, MA",,198,304,73,Fri Aug 24 21:39:00 +0000 2012,House of Representatives,"Carter, John",,1,40,,"Boston, MA",
Dr. John Carter,DrJohnCart,British Columbia,,1550,1298,3856,Fri Nov 14 23:07:39 +0000 2014,House of Representatives,"Carter, John",,55,8030,,British Columbia,"#Psychologist, UBC Adj Prof. | my new novel about a psychologist, amnesia & chinese engineers out  http://t.co/DKllmyJVb8"
John Carter Wood,JohnCarterWood,Germany,http://t.co/byIORDKyE6,530,1039,9033,Tue Nov 22 20:13:25 +0000 2011,House of Representatives,"Carter, John",,24,2042,,Germany,"British historian: once American, now German. Author: The Most Remarkable Woman in England: Poison, Celebrity and the Trials of Beatrice Pace. And other stuff"
John of Jess,John_Carter_EU,,https://t.co/rQs1H7UN60,8678,2776,34317,Fri Oct 17 08:00:40 +0000 2014,House of Representatives,"Carter, John",,72,27823,,,"My one and only Love ♡♡ @JessicaDT09 ♡♡ Your Heart, My Heart, Beat as one Together."
John Carter,JohnCarterFilm,Jasoom & Barsoom,https://t.co/QcwCBlcFTs,1128,766,12088,Thu Feb 20 00:16:57 +0000 2014,House of Representatives,"Carter, John",,14,1670,,Jasoom & Barsoom,a celebration of 2012's #JohnCarter by @andrewstanton starring #TaylorKitsch @lynncollins7 @JamesPurefoy #JohnCarterLives #JohnCarterForever #BackToBarsoom
John Carter,JohnCarter86,USA,,1227,1853,148,Fri Nov 11 00:08:31 +0000 2011,House of Representatives,"Carter, John",,1,0,,USA,I'm John Carter.I'm a business owner.I work for myself and help other people have a better life.
John Carter,Carter_JP,New York City,https://t.co/Sp76knYEqw,310,551,298,Tue Aug 09 15:25:09 +0000 2011,House of Representatives,"Carter, John",,6,16,,New York City,"Professional troublemaker, amateur flack.  Sort of."
John Carter,BackToBarsoom,Jasoom,https://t.co/w2b31cSH,676,46,223,Thu Mar 15 18:46:46 +0000 2012,House of Representatives,"Carter, John",,10,156,,Jasoom,A group of fans dedicated to bringing John Carter back on the big screen.
Rep. Marc Veasey,RepVeasey,"Dallas-Fort Worth, Texas",http://t.co/MuCQE2uJdQ,14441,2860,2734,Wed Jan 09 15:49:27 +0000 2013,House of Representatives,"Veasey, Marc",,641,1239,,"Dallas-Fort Worth, Texas","Proudly representing Fort Worth-Dallas. Born and reared in the Metroplex. Husband, father and Dallas Cowboys fan. #TX33, #DFW"
Marc Veasey,MarcVeasey,North Texas,http://t.co/xq8UH6oM98,5151,1348,1260,Thu Feb 12 16:05:17 +0000 2009,House of Representatives,"Veasey, Marc",,254,667,,North Texas,Congressman
US Rep. Filemon Vela,RepFilemonVela,"District 34, Texas",https://t.co/PYuChi0OLA,10534,345,1224,Sat Jan 12 16:24:06 +0000 2013,House of Representatives,"Vela, Filemon",,544,131,,"District 34, Texas",U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.
Vela for Congress ,FilemonVela,Texas' 34th District,http://t.co/tU1vB2bdKS,401,38,126,Wed Aug 29 21:33:28 +0000 2012,House of Representatives,"Vela, Filemon",,49,0,,Texas' 34th District,Congressman Filemon Vela (TX-34). I am honored to serve the constituents of South Texas. Profile Photo courtesy of AP Photo/Charles Dharapak
Fredy Filemon Vela E,Fredy_Fve,,,0,18,0,Wed Jun 11 14:29:40 +0000 2014,House of Representatives,"Vela, Filemon",,0,0,,,
Lloyd Doggett,RepLloydDoggett,Texas,http://t.co/ukPGmJS3hB,27608,375,4264,Wed Jun 09 23:53:50 +0000 2010,House of Representatives,"Doggett, Lloyd",,1104,122,,Texas,Representing communities from San Antonio to Austin.
Rep. Lloyd Doggett,LloydDoggettTX,Texas,http://t.co/LfpaFGgIYY,1823,111,722,Fri Jul 23 23:50:04 +0000 2010,House of Representatives,"Doggett, Lloyd",,139,3,,Texas,"Thank you for visiting my campaign Twitter. If your intention was to visit my official House of Representatives Twitter, please click: https://t.co/YJ9s5norhu"
Lloyd,doggett_lloyd,,,0,0,0,Sun Jun 21 14:14:58 +0000 2015,House of Representatives,"Doggett, Lloyd",,0,0,,,
Lloyd Doggett,votedoggett,,,25,0,0,Fri Jul 02 15:35:38 +0000 2010,House of Representatives,"Doggett, Lloyd",,0,0,,,
Brian Babin,RepBrianBabin,,https://t.co/tJRjOi3OmN,8190,650,2206,Thu Dec 18 13:28:53 +0000 2014,House of Representatives,"Babin, Brian",,416,633,,,Honored to serve citizens of #TX36 in U.S. Congress. Chairman of @HouseScience Space Subcommittee and Member of House @Transport Committee.
Dr. Brian Babin,Babin4Congress,"Woodville, Texas",http://t.co/4tMfGzhTaC,795,446,358,Mon Dec 16 16:57:11 +0000 2013,House of Representatives,"Babin, Brian",,54,24,,"Woodville, Texas","U.S. Representative for the 36th Congressional District of Texas. Follows, RTs, mentions are not endorsements."
Brian Babin,Brian_Babin,"Houston, TX",,233,233,3083,Fri May 01 17:39:58 +0000 2009,House of Representatives,"Babin, Brian",,13,2039,,"Houston, TX","I'm a fan of a lot of things, but just trying to live right and help people. Take care
#AlwaysConstitution"
Indivisible TX-36,indtx36,Texas-36 District,,1337,488,9289,Mon Jan 23 03:47:57 +0000 2017,House of Representatives,"Babin, Brian",,33,129,,Texas-36 District,Holding TX Senators and TX-36 Rep Brian Babin accountable during 45th Presidential Admin. Sub chapter of @indivisiblehou and @pantsuitrepub.
Jean Marie Kranz,jeanniekranz,"League City, Texas",,109,155,17,Sat Apr 04 23:33:46 +0000 2009,House of Representatives,"Babin, Brian",,1,79,,"League City, Texas","Current, Sen. Adv. Space Policy, Rep. Brian Babin (TX-36) & Chair, Subcomm Space; 27+ years space industry; staunch space advocate. Blessed-3 kids, gr8 husband."
Brian Babin,bbslu10,"St.Amant, LA",https://t.co/xT3mPivXbC,312,813,556,Sun Oct 07 21:00:48 +0000 2012,House of Representatives,"Babin, Brian",,4,196,,"St.Amant, LA",Bourg Insurance Agency
Brian Babin,babin2k,"Denham Springs, LA",,28,136,363,Wed Oct 20 02:16:51 +0000 2010,House of Representatives,"Babin, Brian",,0,80,,"Denham Springs, LA",
Dr. Brian Babin,BrianBabin123,Texas,http://t.co/AW8z68i6PQ,11,0,0,Mon Dec 16 23:07:17 +0000 2013,House of Representatives,"Babin, Brian",,0,0,,Texas,
Brian Babin Nintendo,BrianBabinNintendoRA,,,77,0,3,Fri Nov 07 06:19:03 +0000 2008,House of Representatives,"Babin, Brian",,0,0,,,
Brian Babin,brianbabin,,http://t.co/e91wLDYneT,112,131,501,Sun Mar 01 20:44:48 +0000 2009,House of Representatives,"Babin, Brian",,9,29,,,Enterprise Social Software and Unified CommunicatIons compliance product manager and enthusiast. Friend of the family. Curator of useless drivel.
BRIAN BABIN,KbabinBabin,,,16,107,0,Tue Apr 14 11:16:22 +0000 2015,House of Representatives,"Babin, Brian",,0,0,,,
Barrett Brian Babin,ObiWanBabin,,,2,10,1,Tue Jul 26 04:43:09 +0000 2011,House of Representatives,"Babin, Brian",,0,1,,,
Brian Babin,BrianBabin1,,,0,0,2,Sun Apr 07 19:12:21 +0000 2013,House of Representatives,"Babin, Brian",,0,0,,,
Brian B Babin,babin79,,,0,0,1,Mon Sep 10 05:47:50 +0000 2012,House of Representatives,"Babin, Brian",,0,0,,,
Brian ,bBabin89,,,1,0,0,Thu Oct 11 06:13:12 +0000 2012,House of Representatives,"Babin, Brian",,0,0,,,
Brian Babin,bbabin22,"Slidell, LA",https://t.co/gws1I0wrSM,65,112,115,Sun Aug 23 11:22:16 +0000 2009,House of Representatives,"Babin, Brian",,0,12,,"Slidell, LA","Coach the Salmen Spartans baseball team, and love my wife and 6 kids"
Brian Babin,BrockLandders,Crosby TX,,18,34,29,Mon Sep 28 07:14:18 +0000 2009,House of Representatives,"Babin, Brian",,0,0,,Crosby TX,Paintball player and XBOX Live killa on COD4
brian Babin,snugglebear1720,Woodland Park Colorado,,1,0,2,Tue May 03 01:32:18 +0000 2011,House of Representatives,"Babin, Brian",,0,0,,Woodland Park Colorado,
brian babin,yourname2521,,,50,663,3,Mon Mar 16 08:00:14 +0000 2009,House of Representatives,"Babin, Brian",,0,4,,,
John Q Public,BrianBabinTX36,,,3,7,61,Tue Jun 09 22:44:25 +0000 2015,House of Representatives,"Babin, Brian",,0,0,,,
Rob Bishop,Rob_Bishop,"San Francisco, CA",https://t.co/GbdiTisqUs,3807,709,331,Fri Oct 10 15:41:45 +0000 2008,House of Representatives,"Bishop, Rob",,148,531,,"San Francisco, CA",Co-Founder of Magic Pony Technology (now part of @Twitter). Prefers Emacs to vi.
Rob Bishop,RepRobBishop,Brigham City or D.C.,http://t.co/I1sp1BC4hV,2731,95,0,Tue May 25 16:02:26 +0000 2010,House of Representatives,"Bishop, Rob",,338,0,,Brigham City or D.C.,
Rob Hirschfeld,NHBishopX,"Concord, New Hampshire",https://t.co/1Ru9RgHsZP,1130,91,482,Sat Jul 28 07:01:58 +0000 2012,House of Representatives,"Bishop, Rob",,42,441,,"Concord, New Hampshire","Episcopal Bishop, New Hampshire"
Natural Resources,NatResources,"Washington, D.C.",http://t.co/pogRjKAWv8,20276,1186,8095,Wed May 20 20:46:25 +0000 2009,House of Representatives,"Bishop, Rob",,839,760,,"Washington, D.C.","U.S. House Committee on Natural Resources,
Chaired by Congressman Rob Bishop (UT)
@NatResources on Instagram"
Bishop Rob Freeman,BpRobInCumbria,Cumbria,,367,114,189,Fri Jan 17 14:20:55 +0000 2014,House of Representatives,"Bishop, Rob",,9,3,,Cumbria,Bishop of Penrith
Rob Bishop,Coach_RBishop,marina CA,,640,204,1786,Tue Mar 31 20:34:43 +0000 2009,House of Representatives,"Bishop, Rob",,17,453,,marina CA,Athletic Director Palma School
Bishop for Congress,RobBishopUT,"Brigham City, UT",https://t.co/IP3tm04gXx,790,387,351,Wed Mar 23 23:28:24 +0000 2016,House of Representatives,"Bishop, Rob",,44,299,,"Brigham City, UT",The official campaign account for Congressman Rob Bishop (R-UT1). Right on the issues. Right where we need him.
Rob Bishop,robbishopavfc,,https://t.co/kRWeqTJOkC,3280,1128,4687,Fri Sep 30 15:04:23 +0000 2011,House of Representatives,"Bishop, Rob",,40,8772,,,"Freelance Villa programme writer. Former Bham Post, Birmingham Mail, Sports Argus, E&Star. Author of Perfect 10,Road to Rotterdam and Villa Complete Record."
Bishop Don Rob,RobL_92,Suffolk VA to TX now Arizona,,1041,1275,122760,Wed Jun 17 05:32:02 +0000 2009,House of Representatives,"Bishop, Rob",,14,17748,,Suffolk VA to TX now Arizona,I live by the night a shadow in the moonlight 24 years old 6'4 living life  #TeamAirForce Zero Love is that code of conduct IG: RobL92
Rob Bishop,RobBishop26,"Brookings, SD",,292,313,458,Thu May 30 03:47:12 +0000 2013,House of Representatives,"Bishop, Rob",,2,736,,"Brookings, SD",Head Baseball Coach at South Dakota State University.
Rob Johnson,F3Bishop,"Houston, TX",,195,242,407,Tue Sep 20 22:40:06 +0000 2011,House of Representatives,"Bishop, Rob",,6,1061,,"Houston, TX",
Bishop Rob Taylor,BishopRobTaylor,"Los Angeles,CA",http://t.co/XmgZYrf46V,569,103,1329,Sun May 29 20:17:10 +0000 2011,House of Representatives,"Bishop, Rob",,3,7,,"Los Angeles,CA","First Church of the Gospel Ministry Bishop-Church of the Holy Apostles Doctor of Philosophy In Theology (D.PTH.), Doctor of Bishopship Ministries (D.BHS.M)"
Rob Bishop,_RobBishop,London,https://t.co/Ve9VSrq3ej,137,236,491,Thu Feb 07 15:33:58 +0000 2013,House of Representatives,"Bishop, Rob",,9,82,,London,Musician
Rob Bishop,RobBishop94,,,102,107,445,Tue Dec 27 19:48:05 +0000 2011,House of Representatives,"Bishop, Rob",,0,81,,,"good bloke fairly, intoxicated tweeter"
Rob Wickham,bpedmonton,North London,http://t.co/n1UG8CFuxH,1456,418,2445,Fri Jun 08 16:38:03 +0000 2012,House of Representatives,"Bishop, Rob",,31,1092,,North London,"Dad, husband and Bishop of Edmonton, serving the wonderful communities of Barnet, Enfield, Camden and Haringey in Jesus' name."
Alt Rob Bishop,RobBishopUtah,"Kaysville, UT",https://t.co/VHSrricRas,13,54,2938,Fri Jan 20 19:14:14 +0000 2017,House of Representatives,"Bishop, Rob",,0,15,,"Kaysville, UT","Commentary about Rob Bishop, a US Rep for Utah's 1st. Mr. Peach Queen himself  Washington p: 202-225-0453 f: 202-225-5857  Utah p: 801-625-0107 f: 801-625-0124"
Rob Harrington,BishopBishop,"San Diego, CA",,44,198,663,Sat Oct 24 06:04:46 +0000 2009,House of Representatives,"Bishop, Rob",,0,1,,"San Diego, CA","Yes, I have a Twitter."
RobWatson,Bishop_RobW,,http://t.co/DbTKr9MuX2,123,130,144,Sat Feb 22 17:01:45 +0000 2014,House of Representatives,"Bishop, Rob",,1,111,,,
Rob,GeauxBishop,,,78,101,3547,Wed Mar 24 03:26:47 +0000 2010,House of Representatives,"Bishop, Rob",,3,18,,,I got a word. Are you ready for it?
Lee Lonsberry,LeeLons,,,697,544,680,Wed Aug 06 13:09:40 +0000 2008,House of Representatives,"Bishop, Rob",,21,344,,,"Communications Director, Rep. Rob Bishop (UT01)

all views expressed in this Twitter feed are my own."
Chris Stewart,CStewartWPTV,South Florida,https://t.co/MKY5izhuor,3999,1289,24720,Tue Aug 04 19:42:34 +0000 2009,House of Representatives,"Stewart, Chris",,177,7183,,South Florida,#BreakingNews Anchor at @WPTV. Penn Stater. CT native. Forever a Hartford Whalers fan. IG:https://t.co/SQcHqKyuik
Rep. Chris Stewart,RepChrisStewart,Utah and DC,http://stewart.house.gov,15590,356,2780,Tue Jan 08 21:08:19 +0000 2013,House of Representatives,"Stewart, Chris",,556,401,,Utah and DC,"Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. Visit http://t.co/GUW6weAva6"
Chris Stewart,CStewartSports,Alabama,https://t.co/DSthgFd0tY,16357,1564,7540,Wed Mar 25 20:58:33 +0000 2009,House of Representatives,"Stewart, Chris",,238,4119,,Alabama,Sportscaster for the Crimson Tide Sports Network. Instagram: https://t.co/uhqbytI5z3
chris riddell,chrisriddell50,Brighton and Norfolk,http://t.co/j3qxnyLcv9,25350,221,13089,Wed Jul 28 08:34:32 +0000 2010,House of Representatives,"Stewart, Chris",,414,22015,,Brighton and Norfolk,"Chris Riddell is the political cartoonist for The Observer and author of The Ottoline books, Goth Girl, and The Edge Chronicles with Paul Stewart."
Aaron Stewart-Ahn,somebadideas,hell,https://t.co/5BDsU9Ciql,13312,2206,112283,Fri Mar 20 09:59:35 +0000 2009,House of Representatives,"Stewart, Chris",,397,103829,,hell,"'In another time, I would've been content with filming women and cats. But you don't choose your time.' - Chris Marker"
Chris Stewart Group,ChrisStewartGrp,Edinburgh,https://t.co/R0aHuOjweB,1020,832,475,Sat Jan 07 04:36:16 +0000 2012,House of Representatives,"Stewart, Chris",,14,462,,Edinburgh,Chris Stewart Group's expertise is in complex transformational city centre projects that deliver significant regeneration and long term asset value.
Chris Stewart,chris_stewart5,"Notre Dame, IN",,3195,777,5994,Fri Jul 09 19:34:06 +0000 2010,House of Representatives,"Stewart, Chris",,142,195,,"Notre Dame, IN","I never saw a wild thing sorry for itself. A bird will fall frozen dead from a bough without ever having felt sorry for itself.
~D. H. Lawrence"
Chris Stewart,StewieStewart,,http://t.co/5FhbtAPCcC,304,581,2464,Fri Apr 01 16:15:36 +0000 2011,House of Representatives,"Stewart, Chris",,4,1866,,,
Chris Stewart,ChrisStewart717,"Washington, DC",https://t.co/QANpQ4U68t,25450,2362,2204,Wed Jun 26 11:53:46 +0000 2013,House of Representatives,"Stewart, Chris",,14,201,,"Washington, DC",Director of Development Athletics @AUeagles. 🏀 Shooting Coach.
Sgt. Chris Stewart,SergeantStewart,Niagara Region,https://t.co/y1L8fU6sSm,1438,220,1601,Fri Apr 27 22:29:46 +0000 2012,House of Representatives,"Stewart, Chris",,33,160,,Niagara Region,"Sergeant with the Niagara Regional Police Service. This account is not monitored 24/7. If this is an emergency, contact 911 or 905-688-4111"
Shane Stewart,Curbstompdad,"Taylor Mill, KY",,1101,24,321,Tue Jul 26 22:29:42 +0000 2011,House of Representatives,"Stewart, Chris",,1,2,,"Taylor Mill, KY",Proud Father of 3rd Degree Blackbelt Andrea Stewart and Chris Curbstomp Stewart of Star City Meltdown. Blessed husband of Joanne Stewart!
chris stewart,Cstew_7,,,56601,166,924,Thu Mar 31 15:01:46 +0000 2011,House of Representatives,"Stewart, Chris",,867,156,,,#mnwild forward # 7
Chris Albers,ChrisAlbersNY,New York - NJ Shore - St Louis,,1461,654,725,Fri Oct 11 03:35:12 +0000 2013,House of Representatives,"Stewart, Chris",,34,4852,,New York - NJ Shore - St Louis,"TV writer for Letterman, O'Brien, Stewart, Maher & Pope Alexander VI.  Not necessarily in that order."
